物件名稱,售價,經度,緯度,屋齡
陽明山溫泉權利別墅,1200.0,121.548152,25.148905,44.8
重劃區3房挑高庭院車位可買,4750.0,121.504645696,25.1247273893,5.8
陽明山景花園別墅,7900.0,121.516724092,25.1290988016,59.8
威靈頓古典傳奇別墅,5800.0,121.516805095,25.1291268131,59.8
奇岩捷運站高人車流量建地,5355.0,121.500452888014,25.1268348013369,
新北投稀有電梯2房新屋,1853.0,121.498731,25.142242,-1.0
地標吾悠超級景觀大戶,8500.0,121.50212385,25.1351081952,11.8
雙享時代薇閣精選,1488.0,121.502442426,25.1403290347,15.5
石牌雙捷運極美電梯四房＋雙車位,6980.0,121.519637329,25.1124980149,15.6
昇陽明公園景觀四房車,5680.0,121.503349599,25.1359581188,14.8
小資族景觀低公設電梯新屋,1143.0,121.498731,25.142242,-1.0
藍田陞玉頂級豪邸,12800.0,121.516636377,25.1063923211,9.1
石牌捷運4房車位,4580.0,121.513765585,25.1129404023,14.3
美虹園電梯景觀套房,880.0,121.507106699,25.1325998337,40.5
淩宵小資屋,360.0,121.511700911,25.1385751394,41.9
馬槽橋雙源水萬坪土地,15800.0,121.546425,25.156618,
F10北投溫泉大空間美景宅,1488.0,121.512861659,25.1411820464,45.4
北投捷運二樓,1960.0,121.497494348,25.1361996023,43.1
近公園捷運邊間方正2樓,2358.0,121.506486307,25.1246619193,45.1
竹子湖咖啡休閒農地,6258.0,121.545447915693,25.1582704369388,
石牌公園方正美寓,2180.0,121.507471634,25.1183574415,52.3
近捷運北士科生活機能佳,1980.0,121.517802793,25.1102104468,44.9
天母杏林極品裝潢樓中樓,5568.0,121.522792272,25.1213748242,34.2
北士科明德敦品文林電梯三房車位,5445.0,121.519293304,25.1042757749,12.4
捷運景觀精緻裝潢名人居,1180.0,121.5120425,25.1404887,12.8
石牌學區黃金3F,2750.0,121.510183417,25.1137122983,48.5
山景大3+1房 +3車位,4388.0,121.496040164,25.1331609599,23.0
北投雲天溫泉行館美套房,850.0,121.502946728,25.134890207,20.3
石牌愛馬屋車位,150.0,121.510669026,25.1124193277,24.6
北投珠海路精華建地,5900.0,121.50516,25.1418,
小家庭最愛低公設2房露臺戶,1980.0,121.498731,25.142242,-1.0
小家庭最愛低公設2房,1960.0,121.498731,25.142242,-1.0
石牌十方榕園豪邸,8880.0,121.521213509,25.115155944,25.4
復興崗站旁邊間店面,3180.0,121.484982173,25.1377519701,20.7
國泰透天稀有釋出,3500.0,121.496851172,25.1440150974,52.8
北市一樓魔術大空間店辦,2580.0,121.506030012,25.1242236731,36.1
榮華特區貴族車位小宅,1288.0,121.524052724,25.1124441858,31.3
近北士科八仙段農地,5680.0,121.508516207,25.1127284632,
明德全新景觀宅$,7447.0,121.520429302,25.115324918,2.0
明德捷運三房新廈,2950.0,121.515602366,25.1089738269,10.5
I6北投站｜大土地潛力宅,3900.0,121.498506152,25.1328845103,74.3
竹子湖有路休閒農地,2680.0,121.545631801152,25.158445393917,
薇閣別墅用地,5800.0,121.505316,25.14246,
奇岩花沺藏庭院戶,7580.0,121.504216928,25.1274600025,9.9
天母國小一層一戶大空間美廈,3560.0,121.525850432,25.1242906916,43.2
新潤和峰高樓大景,6688.0,121.503025265273,25.1293448397164,11.8
極稀有天母富邦,11600.0,121.522048126,25.1190949646,22.9
關渡宮三角窗透天金店,4200.0,121.464393968,25.1177873995,
新北投捷運住3土地,4800.0,121.502957,25.132074,
B325石牌捷運旁坡平車位,388.0,121.513606932,25.11444222,21.5
北投稀缺土地,6000.0,121.502957,25.132074,
復興市場透天店面,3380.0,121.500591691,25.1407956233,58.1
近捷運公園1樓庭院，土地大,3200.0,121.50888449,25.1176281282,53.9
國泰三角窗大土地‧大庭院透天,9888.0,121.496963303,25.1428048057,52.8
北投銀光巷高質感會所,12000.0,121.513495031,25.1364213755,
新北投首購寓上好宅,1388.0,121.495282345,25.1445344374,45.8
黃金三樓明亮美寓,1450.0,121.494421936,25.1432075962,39.6
陽明山河明亮樓中樓四房車,2680.0,121.467192,25.122143,35.3
北投凌霄便宜套房,450.0,121.511700911,25.1385751394,41.9
陽明峰匯釋有專任,1788.0,121.469080767,25.1266727977,12.3
捷運御之泉挑高2房+車位,1398.0,121.503354476,25.1377708621,19.8
低總價溫泉小天地,650.0,121.504342705,25.1354753986,30.7
關渡河岸5房福氣宅採光佳,1330.0,121.464228288,25.1180290532,44.2
新北投景觀美裝,780.0,121.511026164,25.1413815185,44.1
近捷運美妝陽明峰匯,2880.0,121.46888157,25.126733153,12.3
關渡水京低總價兩房車,1780.0,121.466516197,25.1221676461,16.7
清江國小四房一樓,1350.0,121.50940796,25.1275567822,49.5
關渡捷運3房美寓,1080.0,121.466249145,25.1192530117,47.2
大自然世界庭院1樓,2688.0,121.530498691,25.1331670398,41.2
B329石牌國中採光2樓美寓,1738.0,121.528586997,25.1296431458,40.4
B334明德景觀樓中樓雙車,5980.0,121.521592227,25.115129159,31.6
森原雙露台景觀戶,7629.0,121.506655046,25.129563631,10.3
新北投溫泉湯屋雅寓,1330.0,121.513298182,25.1406550236,50.5
專‧奇岩全新景觀2房車,2718.0,121.52048,25.110142,0.5
石牌學區邊間三房,1980.0,121.511026577,25.1174826024,41.9
陽明山&天母公園景觀邊間三房車,3088.0,121.530938504,25.1280049255,41.5
關渡十五望族水岸別墅,7800.0,121.463426068,25.1229134093,37.6
北投書香三合一·雙車位,3680.0,121.511085554,25.1402868409,41.3
B335國泰獨棟庭院別墅,9800.0,121.496144062,25.1434274631,52.8
關渡自然公園旁美寓,1330.0,121.464228288,25.1180290532,44.2
近捷運電梯方正邊間三房車,2420.0,121.485599644,25.1391148835,31.1
文化學區稀有低樓層一樓,1500.0,121.494493909,25.1450459185,43.4
北投登山路土地,2180.0,121.509991,25.142381,
士北科都更首豪華廈,2680.0,121.511131786,25.1111945867,47.9
捷運悅園樓中樓豪邸,5200.0,121.505728533,25.1388060615,22.3
明德捷運鼎加,2180.0,121.518945941,25.1113421974,53.9
振興榮總黃金店面,5588.0,121.522599847,25.1188982182,22.7
石牌站旁微型商辦,1368.0,121.515008219,25.1146147916,28.9
薇閣御泉時尚兩房美湯,1320.0,121.503354476,25.1377708621,19.8
大同街稀有透天店面,2680.0,121.499359017,25.1409734082,28.8
中和街低總價首選公寓,880.0,121.494478696,25.1465166531,46.8
P028獨家奇岩站旁靜巷美寓,1368.0,121.500008937,25.1249953712,42.3
北投樹海景觀戶4房美寓,1698.0,121.490037419,25.1423120996,44.3
北投區奇岩段道路用地,199.0,121.502957,25.132074,
築尚精美電梯二房,1938.0,121.467165284,25.1211170819,14.7
關渡知行大戶樓中樓,1780.0,121.467243759,25.1191244927,36.6
捷運公園套房,510.0,121.502651586,25.1382572241,45.6
獨家稀有邊間頂佳首購成家,1198.0,121.49580738,25.1442038832,45.8
新北投溫泉大套房,598.0,121.512487012,25.1369368367,42.3
森原六六美妝套房,1100.0,121.506655046,25.129563631,10.3
雅典方正套房,498.0,121.510526129,25.1374671929,49.2
復興高中獨棟庭院(可租),4980.0,121.501189449,25.144309382,34.5
P027新天鵝堡三房高樓美景,3088.0,121.487039351,25.1409224738,18.3
B332北投慶龍門三房電梯平車,2688.0,121.499785306,25.1429424576,9.6
陽明峰匯二樓關渡捷運站,2438.0,121.468851873,25.1265134874,12.3
*北投中和街精選美寓,1980.0,121.493427044,25.1453455761,48.7
開價2字頭只此這間喜歡可談,1188.0,121.505529608,25.1407062595,47.7
美麗富玉3房平車有露臺,3250.0,121.505146912,25.1346377514,9.3
美裝新廈三房車,3088.0,121.511211972,25.1403546139,12.5
490AH關渡國中方正美寓,898.0,121.466789011,25.1206467984,46.8
*天母景觀低總價美譽,1580.0,121.523700576,25.1188553279,41.3
北投低總價2房,798.0,121.50475725,25.1356235275,45.1
公園綠地優質學區電梯管理三房,1900.0,121.530134089,25.1278025448,41.4
低總價大土地石牌公寓,1575.0,121.507476956,25.1155696714,52.3
1200萬高CP宅,1200.0,121.500579,25.143433,55.3
復興高中旁美一樓,1550.0,121.500811721,25.1438855261,55.3
復興崗持分土地,6528.0,121.48538,25.14063,
翠宜精品雙車美墅,4980.0,121.504358856,25.1435761378,28.8
翠嶺山莊樓中樓＋坡車,2388.0,121.508416153,25.1290351125,36.2
石牌捷運收租金雞母,1798.0,121.516370879,25.1122014425,53.6
北投新興路亮麗公寓三樓強銷釋出,1680.0,121.488043015,25.1411807382,45.9
山景邊間採光美寓,1180.0,121.513046629,25.141273754,45.4
尊賢街稀有釋出二樓,1980.0,121.507279231,25.116148368,53.2
新北投書香小苑1+2樓,3680.0,121.511085554,25.1402868409,41.3
北投綠景亮麗兩房,738.0,121.512593447,25.1402151875,37.1
北投美妝庭院2房,1338.0,121.512096113,25.1406014423,12.8
復興崗稻香園,2680.0,121.487861604895,25.1411432279053,32.1
復興崗稻香園,2680.0,121.487861604895,25.1411432279053,32.1
稀有一樓可做2+1房門前好停車,1498.0,121.494620868,25.1440730551,30.8
新北投透天別墅可停4台車,5088.0,121.502584038,25.1452361563,35.5
B327陽大方正大空間美寓,2380.0,121.514804136,25.1188607565,43.6
文化國小學區鼎加,1600.0,121.500811721,25.1438855261,55.3
復興崗稻香園,1880.0,121.487478177793,25.1411130607882,32.1
復興崗稻香園,1880.0,121.487478177793,25.1411130607882,32.1
新北投溫泉養生宅,1330.0,121.513298182,25.1406550236,50.5
超大邊間車庫1F,4800.0,121.529332908,25.132536744,41.7
北投民族街收租美寓,1868.0,121.506819709,25.1337162075,44.9
B04士北科景觀辦公樓中樓,5700.0,121.503961457,25.1175856114,35.3
石牌持份道路用地,76.0,121.502957,25.132074,
新北投捷運大露台-三房+車位,2980.0,121.505198376,25.134274491,11.5
近北士科持份道路用地,88.0,121.502957,25.132074,
自強街持份道路用地,155.0,121.502957,25.132074,
泉源獨棟透天,2380.0,121.509332014,25.1412719242,60.2
北投捷運都更夢想透天,1688.0,121.489430148897,25.1411588663045,57.7
出價談👍北士科 石牌大空間,3980.0,121.511457739,25.1132636915,41.3
鳥語花香!北投必看透天,2500.0,121.493855956,25.1457066159,52.5
保誠一靚綠景四房雙車位,4868.0,121.489300254,25.1436546718,8.6
四季青磺溫泉大樓,685.0,121.510355482,25.1373123441,44.3
四季青磺溫泉大樓,685.0,121.510355482,25.1373123441,44.3
興盛【雲天】高樓兩房坡平車位,2588.0,121.503109384,25.1350102241,20.3
鄉林玉川總裁養生宅,5980.0,121.51238071,25.1358420612,11.9
極上之湯 新北投溫泉屋(車),1180.0,121.503604746,25.1358681966,21.0
復興公園靜巷庭院透天,4800.0,121.503541315,25.1417669651,71.8
北士科電梯美屋,3280.0,121.513945909,25.10860058,42.2
新北投靜巷壹樓,1850.0,121.49925371,25.1425843475,47.8
A73都更宅-承德路七段好寓,5880.0,121.528726022988,25.133563341883,52.4
北投文化方正透天,2630.0,121.494187338,25.1469031823,53.2
全新尚和淳3房車,2980.0,121.520433,25.110092,0.5
薇閣日式禪風庭院,8588.0,121.506626048,25.143352023,65.7
*忠義站店面,2480.0,121.471173618,25.129781249,42.3
薇閣大庭院獨棟別墅,9800.0,121.496144062,25.1434274631,52.8
北投秀山段保護區土地,1996.0,121.487665,25.151153,
好便宜無障礙一樓三房退休宅,1750.0,121.495309724,25.1463935284,47.3
奇岩三房將軍戶綠景宅,1950.0,121.507868061,25.1246484451,44.3
石牌大土地邊間四樓,1575.0,121.507476956,25.1155696714,52.3
復興公園低總價公寓,1188.0,121.503120152,25.141226538,57.2
行情價捷運綠景電梯3房車位,2760.0,121.486971068,25.1412408546,17.4
北投市區正路邊農地,3600.0,121.502957,25.132074,
新民路美寓鼎佳,1488.0,121.512861659,25.1411820464,45.4
B272捷運薇閣獨戶3房+車,3880.0,121.497651863,25.1353468983,29.2
富域景觀四房車,6988.0,121.501708563,25.1308294371,1.3
天母石牌置產美廈,980.0,121.52396514,25.1234535801,31.7
北投宏普別墅傳奇,1750.0,121.503637579,25.1427492972,32.3
明德邊間公寓二樓,2588.0,121.519810842,25.1109911019,46.2
新北投站金雞母五套房,2230.0,121.50475725,25.1356235275,45.1
溫泉套房,1500.0,121.512096113,25.1406014423,12.8
天母榮總商圈收租美妝,828.0,121.524623147,25.1217379168,
薇閣溫泉小套房,899.0,121.506825947,25.1403708192,28.2
石牌榮總美廈,3358.0,121.525568679,25.1248283605,45.3
北投溫泉路景觀美湯屋,698.0,121.512071464,25.139976595,48.4
B328明德美裝電梯兩房,1800.0,121.517481865,25.1111104377,14.8
B330北投知行愛家美寓,1198.0,121.467537794,25.1222646168,47.4
超值海砂屋都更宅,1966.0,121.500336661,25.1376805763,45.3
石牌捷運黃金三樓美寓,2538.0,121.514471551,25.1101153875,49.5
A67新北投捷運電梯美2房,1380.0,121.512096113,25.1406014423,12.8
B254北投捷運富域高樓雙平車,5658.0,121.501574065,25.130807792,-1.0
開璽和碧捷運旁雙車位,4988.0,121.506628146,25.120436239,15.9
北投邊間湯屋大坡車,1850.0,121.50779985,25.1363348883,16.6
B209北投奇岩電梯樓中樓,3588.0,121.508579,25.125153,34.6
B306北科近捷運大坪數美寓,1488.0,121.500541924,25.1220940501,32.3
新北投捷運套房,510.0,121.502651586,25.1382572241,45.6
璞園袖里春露台戶，2+1房有車,5580.0,121.524046534,25.1128930322,0.5
威靈頓景觀庭院豪邸,13680.0,121.513595061,25.1273516315,58.9
陽明峰匯二房景觀戶,2580.0,121.469191252,25.1267536599,12.3
金龍尊邸高樓景觀三房雙車,6280.0,121.507562297,25.1163892988,6.0
復興高中新廈美套房,1250.0,121.499846,25.142555,4.2
泉之鄉二房景觀,534.0,121.512071464,25.139976595,48.4
四季青磺景觀套房,520.0,121.510313151,25.1372664647,44.3
B279北投出租首選電梯套房,632.0,121.502651586,25.1382572241,45.6
*天母國小電梯四房,1498.0,121.528862104,25.1306128827,44.5
皇家臻邸電梯三房,1950.0,121.528869828,25.1297450355,41.1
陽光小瑞士坡平車位3+1房,2988.0,121.508637514,25.1267744352,35.9
北投靜巷雅居 享受天然溫泉,1330.0,121.513298182,25.1406550236,50.5
忠義捷運低總三房,1498.0,121.475779145,25.1340226407,41.6
北市低總價溫泉三樓美寓,1330.0,121.513298182,25.1406550236,50.5
北士科旁廠辦,6683.0,121.500412325,25.1221625696,32.3
石牌B1事務商場,8800.0,121.510219413,25.1139010629,32.0
石牌捷運一樓大前院好停車,1888.0,121.512196322,25.1116278799,30.4
B223近北投捷運電梯三房車,3200.0,121.49838104,25.1354343921,11.5
專任北士科景觀三房車位,4880.0,121.517764809,25.103380102,8.3
B227石牌捷運愛登堡四房車,6888.0,121.514306679,25.1168127524,17.7
振興榮總透天店面,5500.0,121.522658061,25.1188785301,22.7
石牌自強市場店面,4500.0,121.516927659,25.1116144394,48.5
天母頂樓露台寵物宅兩房,2999.0,121.523430063,25.1228858422,7.6
昭揚天際鋼骨景觀高樓戶,7980.0,121.508900532,25.1131825843,1.8
欣聯奇岩涵氧森活二房,2798.0,121.502957,25.132074,-1.0
基泰明德四房車(可一次買2戶),6780.0,121.519658885,25.1126336144,15.6
B205新北投中和街國泰透天,2980.0,121.496893442,25.1443179308,52.8
近捷全新原禾御店面,3480.0,121.501679942,25.1306549841,1.1
威靈頓公爵寓邸,13800.0,121.513595061,25.1273516315,58.9
明德捷運店辦,5000.0,121.519006849,25.1111652398,53.9
B313致遠美妝透天可停車,4200.0,121.510784887,25.1211088006,52.9
陽明山開心農場,998.0,121.502957,25.132074,
北投泉源綠意裝潢美寓,1158.0,121.507287323,25.1403099221,44.8
低總價景觀美宅,1158.0,121.507287323,25.1403099221,44.8
近士北科土地,1100.0,121.502957,25.132074,
石牌振興陽光樓,1050.0,121.521494698,25.1151467552,31.6
七百坪農林地,3660.0,121.55029,25.15601,
肆仟坪平坦土地,8839.0,121.56675,25.18305,
玖佰坪稀有土地,2024.0,121.502957,25.132074,
千坪臨路土地,10248.0,121.55029,25.15601,
A69北投關渡國中双層金店面,2860.0,121.467493129,25.1202939399,32.5
P015甲桂林山莊溫馨三房,1900.0,121.530134089,25.1278025448,41.4
文化國小公寓2樓,1588.0,121.495424796,25.1364516499,48.6
北投文化國小電梯將軍大戶,2600.0,121.498061893,25.1384026118,40.0
中和街景觀收租美寓,1480.0,121.495498765,25.1440213478,45.8
豐盛學,3150.0,121.499959386229,25.1346041333251,-1.0
(100)台北市低總價公寓,1158.0,121.507287323,25.1403099221,44.8
K063新北投站美寓,1158.0,121.5067015,25.1407763,44.8
泉源路二房公寓,1158.0,121.507287323,25.1403099221,44.8
A06新北投捷運2房,1158.0,121.507287323,25.1403099221,44.8
新北投捷運採光低總2房,1158.0,121.507287323,25.1403099221,44.8
專賣廣陽四房車庫透天,3998.0,121.498173711,25.144303272,30.7
新北投捷運2房景觀美宅,1158.0,121.507287323,25.1403099221,44.8
北投湯自慢花妍小貴族,1314.0,121.507444806,25.1332338914,13.4
新北投2房美寓,1158.0,121.507287323,25.1403099221,44.8
B305北投力麒太和車位釋出,360.0,121.518519551,25.1065250465,15.3
P025榮總石牌小璽電梯房車,1650.0,121.523165215,25.1219406291,31.5
天母2房雙車新廈,2580.0,121.529835,25.128064,6.0
奇岩稀有景觀透天厝,3880.0,121.506655615,25.1317983611,45.3
$家樂福靜巷2房一樓,888.0,121.499347843,25.1429933205,53.8
B266明德捷運1樓大空間,4888.0,121.524728301,25.1124865464,31.0
北投邊間三房美寓,1880.0,121.498551604,25.1295856779,46.3
P009新北投捷運電梯二房,1198.0,121.504413378,25.1359405313,48.2
B251復興崗站康莊四房車位,4180.0,121.489201342,25.1396906893,10.7
B278北投捷運電梯三房車位,3688.0,121.507584,25.124785,14.8
北歐高樓中樓景觀$,4990.0,121.46738896,25.1205020089,14.3
榮華精妝面公園一樓,3800.0,121.52458113,25.1120105799,43.3
B331磺溪庭院大一樓好停車,3880.0,121.523923009,25.119261936,41.3
奇岩捷運增值透天,8800.0,121.501215846,25.1263861132,55.1
尚禾淳邊間三房附車位,2988.0,121.505154089,25.129582164,0.5
中和街好停車靜巷一樓,1780.0,121.493946908,25.1472275355,50.8
天母櫻花五房雙車位,5800.0,121.529000056,25.1327175588,14.6
文化學區收租首選,1650.0,121.495424796,25.1364516499,48.6
110正知行路黃金店面,2380.0,121.466468295,25.1190801267,36.6
靜巷1樓好停車,1780.0,121.493946908,25.1472275355,50.8
杏林低總價透天,1580.0,121.496655995,25.1416246768,54.9
新北投吉星精品即可入住,758.0,121.50475725,25.1356235275,45.1
珠海路採光地下室,880.0,121.506163919,25.1420248349,44.1
士北科商辦雙車位,5980.0,121.49913033,25.1250410496,24.3
北投泉源段土地,557.0,121.523046313102,25.1503255932929,
捷運石牌站大鼎家,2298.0,121.513506182,25.1128245231,47.4
北投美妝陽光壹樓,3680.0,121.504210865,25.1428789156,8.8
靜巷溫泉美宅,958.0,121.507631441,25.1404177658,56.8
稀有!北投溫泉透天別墅,3288.0,121.515676086,25.1361572307,48.8
B290北投溫泉美裝透天別墅,3288.0,121.515676086,25.1361572307,48.8
B292關渡捷運日出印象A5,3598.0,121.46718091417,25.1250358194958,-1.0
捷運溫泉清幽居(可停2輛車),3288.0,121.515676086,25.1361572307,48.8
北投農地專約好案,2500.0,121.502957,25.132074,
天母原墅水晶晶庭院,4588.0,121.52962709,25.1292429991,17.8
威靈頓花園別墅,5113.0,121.516007184,25.1288663992,59.8
*明德捷運黃金三樓,2680.0,121.520552637,25.1064956963,50.6
奇岩重劃區旁美寓,2920.0,121.502980578,25.1286524057,41.6
天母國小邊間美屋,1498.0,121.529328787,25.1308139218,39.3
新北投挑高綠意別墅,4980.0,121.502584038,25.1452361563,35.5
新北投溫泉大戶頂加,1680.0,121.502515724,25.1339046828,50.7
天母世群頂樓大戶B,3950.0,121.523931176,25.1198786905,45.8
北投新民路靜巷質感宅,1260.0,121.512096113,25.1406014423,12.8
北投鄉林玉川溫泉渡假宅Ⅰ,5868.0,121.512710145,25.1362869868,11.6
奇岩稀有低公設電梯,3480.0,121.507287901,25.1246516273,35.4
北投捷運採光2房,1438.0,121.498327764,25.1348368705,28.3
石牌榮總邊間三樓,2188.0,121.522516275,25.1234524063,46.3
*捷運方正三樓美寓$,2558.0,121.509120882,25.1189927794,42.3
近關渡捷運站/北投-住3住宅用,350.0,121.502957,25.132074,
B62水美鳥語花香湯屋,650.0,121.513123017,25.1373152154,17.1
士北科面寬雙店面,4980.0,121.517729404,25.1076156846,52.4
石牌透天店面,4700.0,121.505721688,25.1212345547,53.9
捷運宅配有兩衛浴管理大樓,780.0,121.511700911,25.1385751394,41.9
榮總特區雙車三房樓中樓,4660.0,121.52333403,25.1225417818,13.5
雲天超棒山景機能超強,1098.0,121.502946728,25.134890207,20.3
吉利石牌學區1樓好停車,3480.0,121.510992874,25.1178331647,42.0
北投知名觀光景點面寬金店面,2280.0,121.510409211,25.1373990998,44.3
捷運薇閣御泉山景2R美湯,1988.0,121.503354476,25.1377708621,19.8
專任達永豐盛學A17,3080.0,121.499876457,25.1346622529,-1.0
B216石牌捷運車位一樓,4550.0,121.514945811,25.1176459245,36.7
B262稀有公園大院3房含車,3188.0,121.50118935,25.1394638366,1.7
明德石牌捷運金店面.知名連鎖店.財源滾滾,5998.0,121.514691346,25.1103766032,35.9
石牌都更屋,3980.0,121.513797151,25.1136132613,45.8
近明德站電梯三房好停車,2998.0,121.523956145,25.1120145888,47.9
408.北投藝大旁住宅用地+道,4522.0,121.502957,25.132074,
北投捷運邊間透天,4280.0,121.501952817,25.1297774886,53.5
溫泉景觀度假小屋,740.0,121.512071464,25.139976595,48.4
P013捷運石牌國小旁金店面,3680.0,121.512389625,25.1168367397,52.8
富域景觀三房車,5785.0,121.501661921,25.1308219304,1.3
石牌大地坪透天,9680.0,121.509987202,25.1141756945,58.5
稀有邊間天母碧麗香,2350.0,121.529477134,25.1289903869,44.1
北投捷運站角窗店面,4980.0,121.496241951,25.1351550263,30.5
石牌國中邊間一樓,2180.0,121.509102278,25.1148396821,49.4
陽明山超開心農地,13667.0,121.537044800952,25.1701020752301,
北投泉源實小景觀農地,4800.0,121.502957,25.132074,
榮總特區靜巷四房$,3458.0,121.525622629,25.1246853981,45.3
低總價邊間機能透天,2180.0,121.4960479,25.1461187,52.8
北投家樂福2房新屋多戶可選,1880.0,121.498335,25.142258,-1.0
北投家樂福2房新屋多戶可選B,1780.0,121.498335,25.142258,-1.0
擁抱山河低總2房,1380.0,121.512096113,25.1406014423,12.8
雙車位優美靜謐別墅,6700.0,121.503925077,25.1485561238,48.7
奇岩精美電梯小資宅,750.0,121.507362222,25.12552091,30.2
石牌商圈二樓美寓,2480.0,121.518370921,25.1164295272,45.9
新北投捷運美宅,1298.0,121.504342705,25.1354753986,30.7
B229北投精美公寓一樓,1450.0,121.492754286,25.1448949396,48.6
北士科收租屋,3650.0,121.511131786,25.1111945867,47.9
新北投公園溫馨美湯屋,1298.0,121.504342705,25.1354753986,30.7
北市科收租金雞母,3650.0,121.511131786,25.1111945867,47.9
士北科洲美山景電梯亮麗四房,4580.0,121.504693081,25.100552835,8.3
新北投低總價電梯首選,858.0,121.50675421,25.1395525908,26.3
石牌捷運二房一樓,1768.0,121.511510994,25.1177226498,55.0
B68阿曼之旅景觀兩房車位,1738.0,121.488597614,25.1419237136,22.0
P026明德捷運挑高精裝美宅,2888.0,121.517059809,25.1102294334,9.8
捷運邊間3房車位,3980.0,121.498845918,25.1298603251,13.3
A59奇岩捷運收租金店面,3200.0,121.502284823,25.126578121,27.7
常殷一域好棒棒,3850.0,121.513945433,25.1068248339,0.4
水美學3房加平面車位,3980.0,121.498845918,25.1298603251,13.3
百萬裝潢電梯美廈,898.0,121.511700911,25.1385751394,41.9
湯布院美套房,1100.0,121.510536197,25.1402571672,18.1
天母別府三房車,2180.0,121.528900491,25.1297427051,41.1
FZ3文化公園景觀美鼎佳不二價,1280.0,121.496027723,25.1364554535,48.8
天母麗景美廈,2620.0,121.529270653,25.129423583,28.8
北歐露台大戶三車位$,6800.0,121.468402762,25.120537219,14.5
B318士北科美寓配坡平車位,2688.0,121.512389175,25.110675536,37.3
春揚薇格兩房,1198.0,121.504286032,25.1420561024,28.7
奇岩捷運北美市大廈,3580.0,121.50013703,25.1255203335,17.8
豪景四房雙車位,5800.0,121.502317669,25.1204263414,33.1
石牌國中花園車庫一樓,6600.0,121.514814,25.113682,46.8
北投市場收租金店,6980.0,121.501771688,25.1313000503,51.6
B13士北科景觀朗闊雙平車,6988.0,121.511570248,25.1108840079,11.1
奇岩站商圈金店面,3480.0,121.501730576,25.1258036549,14.6
*石牌方正住辦一樓,2780.0,121.511922528,25.111030855,65.0
天母香草花園別墅,19800.0,121.529442216,25.1295168349,46.8
石牌國中美裝庭院一樓,2450.0,121.513668155,25.1139870208,11.5
捷運公園高樓景觀戶,12800.0,121.523242413,25.1116264486,24.3
石牌捷運四房車位,5380.0,121.511127023,25.114721139,17.8
北投威靈頓山莊大別墅,25000.0,121.513140622,25.1307937469,59.0
確定都更承德路北投寓,5880.0,121.507605369,25.1143609289,52.4
稀有低公設庭院電梯3房新屋,3077.0,121.498731,25.142242,-1.0
北投捷運-金雞母商三透天,5700.0,121.500544274,25.1324224958,94.6
A42北投家樂福新屋多戶可選C,1110.0,121.498335,25.142258,-1.0
威靈頓豪景清水模別墅,12800.0,121.512540227,25.1319971786,14.5
樹山丘三房露台車位,3249.0,121.48772493,25.1420566094,4.5
關渡捷運站土地,13127.0,121.46675,25.12567,
大馬路旁穩定收租店面,2980.0,121.495702989,25.136606156,48.6
捷運出口旁北方之星,2550.0,121.4672638,25.1251237,14.1
唭哩岸捷運店面,5800.0,121.505812097,25.120642362,12.4
北士科&宏普陽明大露台三房+坡平車位,4388.0,121.5136966,25.1067107,-1.0
專任~石牌捷運庭院一樓,2980.0,121.512527304,25.1117189576,43.6
捷運靜巷管理邊間美屋,2750.0,121.464228288,25.1180290532,34.2
B145北科大土地鼎加車位,2980.0,121.51925169,25.1057934112,52.3
豪華透天精美店面,4930.0,121.500669286,25.130673737,31.6
B211北士科明德捷運透天,6900.0,121.519902649,25.1068031761,56.8
B256明德敦品電梯三房,5445.0,121.519293304,25.1042757749,12.4
石牌捷運庭院大車庫,3480.0,121.512383978,25.1179391414,11.8
北投捷運站低總透天,1780.0,121.498404688,25.1340832757,94.8
昭揚天際關渡平原景觀宅,6388.0,121.508927838,25.1131566286,1.8
威靈頓觀音山豪景別墅山莊,11800.0,121.513694466,25.1269455992,58.2
北投捷運站前機械停車位,80.0,121.497335435,25.1323255199,12.3
北投捷運站前停車位,98.0,121.497335435,25.1323255199,12.3
北投捷運站前停車位No.1,80.0,121.497335435,25.1323255199,12.3
北投捷運站前停車位No.5,80.0,121.497335435,25.1323255199,12.3
北投捷運站前停車位No.3,80.0,121.497335435,25.1323255199,12.3
士北科珍稀土地,958.0,121.501158,25.102227,
新北投綠意宅,780.0,121.507570298,25.1359543762,43.8
新北投景觀3房,1388.0,121.509593266,25.1365841159,40.5
B224櫻花邊間裝潢三房坡車,3288.0,121.529843816,25.1305341056,44.8
B295皇家御泉優質三房電梯宅,3680.0,121.511123907,25.1404938408,17.6
新逸晴光電梯四房車,2950.0,121.530130544,25.1304843804,44.8
捷運全新裝潢電梯華廈,1780.0,121.507485841,25.1401200673,44.1
奇岩三房邊間採光綠景宅,1950.0,121.508653,25.125062,44.3
新北投靜巷黃金二樓,1480.0,121.499108046,25.14260285,47.8
天母聽濤園邊間三房美裝潢大戶,3288.0,121.529843816,25.1305341056,44.8
珠海特區精緻小別墅,3300.0,121.504578906,25.1436633216,30.1
崗山路商業用大空間,3188.0,121.486407316,25.1400298614,36.8
秀山段土地,1550.0,121.49087,25.14242,
B299石牌學區邊間三房車,2688.0,121.529739659,25.1279012965,6.0
