路段,緯度,經度,屋齡,建坪,房屋總價(萬),車位,格局,有加蓋,總樓層,樓層,房屋類型,行政區
台北市內湖區民權東路六段,25.069167,121.608759,37.8年,35.97,2580,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區星雲街,25.078686,121.593709,22.2年,53.17,5288,1,4房2廳2衛,0,14,2,['L'],內湖區
台北市內湖區內湖路二段,25.080145,121.582393,9.4年,86.7,13200,2,4房2廳3衛,0,10,5,['M'],內湖區
台北市內湖區成功路五段,25.075232730526,121.60836218697,28.8年,60.37,4750,1,4房2廳2衛,0,11,1,['L'],內湖區
台北市內湖區陽光街,25.075092,121.58447,38.1年,33.22,2980,0,5房4廳3衛,1,5,5,['A'],內湖區
台北市內湖區東湖路,25.069768,121.613275,34.3年,59.33,4680,1,4房2廳2衛,0,15,13,['L'],內湖區
台北市內湖區成功路二段,25.069707,121.590971,10.7年,109.4,8688,2,4房2廳3衛,0,14,14,['L'],內湖區
台北市內湖區成功路五段,25.074435,121.606375,25.4年,34.5,2988,1,2房2廳1衛,0,11,3,['L'],內湖區
台北市內湖區文德路,25.077255,121.584303,16.0年,31.23,2798,1,2房1廳1衛1室,0,12,5,['L'],內湖區
台北市內湖區五分街,25.067202,121.616934,18.7年,37.9,2998,2,2房2廳1衛,0,12,11,['L'],內湖區
台北市內湖區康寧路三段,25.07186,121.61165,41.3年,33.09,1980,0,3房2廳2衛,0,5,5,['A'],內湖區
台北市內湖區康樂街,25.075994,121.621142,14.1年,41.74,2700,1,2房2廳1衛,0,5,3,['M'],內湖區
台北市內湖區文德路,25.078271,121.582216,16.2年,113.75,9880,3,4房2廳3衛,0,17,3,['L'],內湖區
台北市內湖區內湖路二段,25.080145,121.582393,9.4年,87.05,13600,2,3房2廳3衛1室,0,10,8,['M'],內湖區
台北市內湖區星雲街,25.07946,121.595055,26.8年,49.02,3600,0,3房2廳2衛,0,12,4,['L'],內湖區
台北市內湖區星雲街,25.0789,121.592731,37.4年,30.85,2088,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區星雲街,25.080522,121.597161,30.3年,19.38,2080,0,1房1廳1衛,0,13,2,['L'],內湖區
台北市內湖區內湖路二段,25.082010459751,121.58070925202,41.7年,58.23,3500,1,4房2廳2衛,0,7,2,['M'],內湖區
台北市內湖區內湖路二段,25.083126,121.580662,43.3年,40.86,2980,0,3房2廳2衛,0,12,1,['L'],內湖區
台北市內湖區內湖路二段,25.083507,121.592038,24.0年,41.17,3880,0,3房2廳2衛,0,14,4,['L'],內湖區
台北市內湖區金湖路,25.073616,121.604526,26.9年,14.65,1698,0,1房1廳1衛,0,10,10,['M'],內湖區
台北市內湖區內湖路一段,25.084164,121.569671,48.2年,28.12,1900,0,3房2廳1衛,0,4,2,['A'],內湖區
台北市內湖區麗山街,25.081847,121.572807,44.1年,32.14,2380,0,3房2廳2衛,0,5,2,['A'],內湖區
台北市內湖區內湖路三段,25.088232,121.584273,45.4年,36.66,1688,0,4房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區陽光街,25.074415,121.585434,6.7年,20.16,1980,1,1房1廳1衛1室,0,5,2,['M'],內湖區
台北市內湖區文德路,25.077086,121.584971,43.0年,34.3,2288,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區內湖路一段,25.085687,121.559272,37.8年,47.4,3480,0,3房2廳2衛1室,0,5,3,['A'],內湖區
台北市內湖區內湖路二段,25.083611,121.591412,58.8年,36.6,2815,0,4房3廳3衛,0,3,1-3,['D'],內湖區
台北市內湖區內湖路一段,25.081258,121.572261,47.8年,34.03,2650,0,4房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區成功路四段,25.081385,121.591787,42.4年,47.13,3980,0,3房2廳2衛,0,14,5,['L'],內湖區
台北市內湖區安泰街,25.073509,121.618557,44.2年,33.58,1798,0,3房3廳2衛,1,5,3,['A'],內湖區
台北市內湖區內湖路二段,25.082276,121.590337,9.8年,44.89,4680,0,3房2廳2衛1室,0,13,6,['L'],內湖區
台北市內湖區康寧路三段,25.074572489624,121.61170727769,38.9年,32.61,2188,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區康樂街,25.071681,121.619712,31.7年,35.9,2280,0,3房2廳2衛,0,7,4,['M'],內湖區
台北市內湖區內湖路二段,25.083144,121.580965,43.3年,67.38,5100,0,4房2廳3衛,0,12,4,['L'],內湖區
台北市內湖區內湖路二段,25.081742,121.590259,11.4年,55.84,5188,1,3房2廳2衛,0,12,8,['L'],內湖區
台北市內湖區文德路,25.077088,121.585027,43.0年,33.68,2199,0,3房2廳2衛,0,5,5,['A'],內湖區
台北市內湖區成功路四段,25.083593,121.593902,8.0年,72.1,7880,1,1廳,0,29,22,['L'],內湖區
台北市內湖區內湖路三段,25.086086,121.591167,45.9年,24.75,1428,0,3房2廳1衛,0,5,3,['A'],內湖區
台北市內湖區新豐街,25.060746,121.585115,11.4年,93.88,7680,2,3房2廳3衛,0,13,4,['L'],內湖區
台北市內湖區內湖路三段,25.086642,121.590694,49.2年,33.53,1988,0,3房2廳2衛1室,0,4,3,['A'],內湖區
台北市內湖區內湖路二段,25.082007,121.590452,20.4年,32.86,2835,0,2房2廳1衛1室,1,12,2,['L'],內湖區
台北市內湖區港華街,25.083762,121.574426,45.7年,35.84,2180,0,3房2廳3衛,0,5,4,['A'],內湖區
台北市內湖區內湖路一段,25.082473,121.570207,14.2年,80.22,6998,1,3房2廳2衛,0,14,6,['L'],內湖區
台北市內湖區大湖山莊街,25.088362,121.598567,32.6年,12.9,1200,0,1房2廳1衛,0,8,6,['M'],內湖區
台北市內湖區民權東路六段,25.066595,121.599913,15.8年,60.9,5490,1,3房2廳2衛,0,10,6,['M'],內湖區
台北市內湖區民權東路六段,25.070274,121.605926,31.2年,11.97,1168,0,2房1廳1衛,1,7,3,['M'],內湖區
台北市內湖區成功路四段,25.08235,121.591621,31.7年,39.0,3200,0,3房2廳2衛,1,10,10,['M'],內湖區
台北市內湖區康寧路三段,25.070964,121.61008,18.8年,74.82,7988,2,3房2廳3衛1室,0,11,2,['L'],內湖區
台北市內湖區安泰街,25.07788,121.616697,34.6年,34.73,1588,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區內湖路三段,25.08864,121.590828,31.6年,24.77,2100,0,2房2廳1衛,0,20,14,['L'],內湖區
台北市內湖區內湖路二段,25.082276,121.590337,9.8年,37.71,3680,1,2房2廳1衛,0,13,5,['L'],內湖區
台北市內湖區成功路三段,25.081741,121.590509,34.3年,15.91,1288,1,1房1廳1衛,0,10,9,['M'],內湖區
台北市內湖區成功路三段,25.081429,121.590743,36.3年,54.03,4580,1,2房2廳2衛1室,0,12,6,['L'],內湖區
台北市內湖區文德路,25.079574,121.588941,18.3年,115.82,9880,2,3房2廳2衛3室,0,11,11,['L'],內湖區
台北市內湖區民權東路六段,25.067847104371,121.59198827116,7.6年,40.69,3480,2,2房2廳1衛,0,15,10,['L'],內湖區
台北市內湖區成功路二段,25.069707,121.590971,10.7年,109.4,8900,2,3房2廳3衛1室,0,14,8,['L'],內湖區
台北市內湖區成功路五段,25.074286,121.607325,25.2年,91.46,7900,2,5房2廳2衛,0,14,11,['L'],內湖區
台北市內湖區金龍路,25.087985,121.585356,32.3年,40.67,2880,1,3房2廳2衛,0,12,12,['L'],內湖區
台北市內湖區康寧路三段,25.070844,121.609489,23.8年,52.44,4480,1,3房2廳2衛,0,10,2,['M'],內湖區
台北市內湖區民權東路六段,25.065763,121.592451,10.0年,60.73,4680,1,3房2廳2衛,0,11,3,['L'],內湖區
台北市內湖區康樂街,25.07205,121.618801,28.1年,32.06,2480,1,2房2廳1衛1室,0,13,4,['L'],內湖區
台北市內湖區金湖路,25.073718,121.602979,24.1年,66.06,5288,1,4房2廳2衛,0,12,3,['L'],內湖區
台北市內湖區星雲街,25.078924,121.593504,22.2年,74.14,6288,1,4房2廳3衛,0,14,4,['L'],內湖區
台北市內湖區成功路四段,25.083466,121.592764,26.2年,45.73,4250,0,4房2廳2衛,0,14,2,['L'],內湖區
台北市內湖區南京東路六段,25.05853,121.582838,13.2年,89.75,11888,1,4房2廳2衛,0,18,15,['L'],內湖區
台北市內湖區星雲街,25.078924,121.593504,22.2年,87.16,6588,2,4房2廳2衛,0,14,2,['L'],內湖區
台北市內湖區成功路四段,25.082073,121.591614,36.4年,34.99,3098,0,3房2廳1衛1室,0,16,8,['L'],內湖區
台北市內湖區民權東路六段,25.067592,121.591999,7.6年,27.57,2998,0,1房2廳1衛,0,15,14,['L'],內湖區
台北市內湖區南京東路六段,25.056718,121.579756,17.2年,49.29,3879,1,3房2廳2衛,0,7,3,['M'],內湖區
台北市內湖區文湖街,25.091467,121.560067,13.9年,56.27,3705,1,3房2廳2衛1室,0,7,2,['M'],內湖區
台北市內湖區內湖路二段,25.082923,121.580267,3.1年,28.28,2270,1,1房1廳1衛,0,5,4,['M'],內湖區
台北市內湖區成功路四段,25.08658949133,121.598198,39.7年,99.14,4979,1,4房2廳4衛2室,1,4,B2-4,['D'],內湖區
台北市內湖區星雲街,25.080666,121.596738,30.3年,24.58,2568,0,2房2廳1.5衛1室,0,16,6,['L'],內湖區
台北市內湖區新明路,25.054518,121.579268,6.8年,33.69,2880,1,1房2廳1衛,0,20,18,['L'],內湖區
台北市內湖區金龍路,25.087985,121.585356,32.3年,29.47,1996,1,1房1廳1衛1室,0,12,10,['L'],內湖區
台北市內湖區內湖路二段,25.08377,121.580896,40.3年,80.14,6250,1,4房2廳2衛,0,7,5-6,['M'],內湖區
台北市內湖區康樂街,25.073757,121.620262,7.6年,68.22,4980,1,3房2廳2衛1室,0,9,5,['M'],內湖區
台北市內湖區文湖街,25.090903,121.560086,22.8年,39.6,2880,1,3房2廳2衛,0,8,6,['M'],內湖區
台北市內湖區金龍路,25.088719,121.586983,33.6年,29.73,2180,1,2房2廳2衛,0,12,4,['L'],內湖區
台北市內湖區金龍路,25.087985,121.585356,32.3年,19.58,1758,0,2房1廳1衛,0,12,6,['L'],內湖區
台北市內湖區新豐街,25.060437,121.583634,10.8年,45.15,3698,1,1房2廳1衛,0,10,3,['M'],內湖區
台北市內湖區新豐街,25.059128,121.582741,5.8年,52.12,4980,1,2房2廳2衛1室,0,11,9,['L'],內湖區
台北市內湖區安泰街,25.077584,121.616432,16.5年,47.74,2898,1,2房2廳1衛,0,9,9,['M'],內湖區
台北市內湖區陽光街,25.075707,121.585093,42.7年,28.54,2350,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區民權東路六段,25.067373,121.591556,10.6年,82.48,8080,1,4房2廳3衛,0,12,5,['L'],內湖區
台北市內湖區康樂街,25.075994,121.621142,14.1年,46.45,3779,1,2房2廳2衛2室,1,5,1,['M'],內湖區
台北市內湖區成功路五段,25.075361,121.608112,28.8年,64.38,6280,1,4房2廳2衛,0,11,10,['L'],內湖區
台北市內湖區民權東路六段,25.069112,121.592187,18.1年,78.48,6260,2,3房2廳3衛,0,15,11,['L'],內湖區
台北市內湖區內湖路三段,25.088336,121.593205,8.9年,78.11,6999,2,3房2廳2衛,0,19,15,['L'],內湖區
台北市內湖區大湖山莊街,25.087716,121.601893,38.8年,34.87,2300,0,5房2廳4衛,1,5,5,['A'],內湖區
台北市內湖區民權東路六段,25.066113,121.598111,11.4年,53.96,4758,1,3房2廳2衛,0,11,10,['L'],內湖區
台北市內湖區內湖路三段,25.088366,121.588722,32.8年,27.38,1888,0,3房2廳2衛,0,5,-1,['M'],內湖區
台北市內湖區康寧路三段,25.073242,121.612313,31.2年,36.32,2680,0,3房2廳2衛,0,10,2,['M'],內湖區
台北市內湖區成功路五段,25.076274,121.607591,25.4年,47.97,4500,0,3房2廳2.5衛1室,1,19,8-9,['L'],內湖區
台北市內湖區民權東路六段,25.066628,121.599158,18.6年,44.52,3580,1,2房2廳2衛,0,11,2,['L'],內湖區
台北市內湖區成功路二段,25.073647,121.589697,13.3年,97.7,7600,2,3房2廳2衛,0,14,14,['L'],內湖區
台北市內湖區內湖路二段,25.082007,121.590452,20.4年,36.65,2996,0,2房2廳1衛1室,1,12,2,['L'],內湖區
台北市內湖區東湖路,25.072088,121.615399,38.0年,48.62,2488,0,7房2廳5衛,1,5,5,['A'],內湖區
台北市內湖區內湖路一段,25.086402,121.557428,35.7年,60.78,4380,1,3房2廳2衛,0,5,5,['M'],內湖區
台北市內湖區文湖街,25.090957,121.559369,10.4年,99.46,6300,3,4房2廳2衛,0,11,6,['L'],內湖區
台北市內湖區新豐街,25.060288647935,121.58430413581,6.8年,50.43,5880,1,3房2廳2衛,0,8,1,['M'],內湖區
台北市內湖區內湖路三段,25.086624,121.591719,43.0年,30.21,2298,0,4房3廳2衛,1,5,5,['A'],內湖區
台北市內湖區內湖路三段,25.084384,121.592596,31.1年,16.7,1698,0,2房2廳1衛,0,10,3,['M'],內湖區
台北市內湖區陽光街,25.074621,121.585922,42.7年,24.71,2400,0,3房2廳1衛1室,0,5,1,['A'],內湖區
台北市內湖區康樂街,25.071491,121.616703,41.6年,31.08,1788,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區新豐街,25.060935,121.584889,16.7年,67.06,5980,1,4房2廳2衛,0,10,7,['M'],內湖區
台北市內湖區新富街,25.058881,121.58326,11.2年,149.5,15800,2,5房2廳4衛2室,0,16,16,['L'],內湖區
台北市內湖區內湖路三段,25.088304,121.584802,41.2年,28.33,1598,0,3房2廳1衛,0,5,2,['A'],內湖區
台北市內湖區大湖山莊街,25.089324,121.599529,33.7年,10.72,938,0,1房1廳1衛,0,6,5,['M'],內湖區
台北市內湖區安泰街,25.074739,121.616731,45.5年,29.39,1280,0,3房2廳1衛,0,5,4,['A'],內湖區
台北市內湖區麗山街,25.082975498832,121.5733621891,43.1年,36.75,2588,0,3房2廳1衛,0,5,3,['A'],內湖區
台北市內湖區內湖路一段,25.085234,121.56901,43.0年,54.88,2688,0,2房3廳2衛,0,5,B1-1,['A'],內湖區
台北市內湖區內湖路三段,25.088892,121.591817,42.4年,27.84,1460,0,3房2廳2衛1室,1,5,5,['A'],內湖區
台北市內湖區民權東路六段,25.070565,121.605483,36.9年,58.77,3168,1,4房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區內湖路三段,25.088709,121.591722,47.5年,30.48,1688,0,3房2廳2衛,0,4,3,['A'],內湖區
台北市內湖區大湖山莊街,25.087502,121.601785,38.2年,35.65,2580,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區大湖街,25.08212,121.60053,31.0年,34.84,2980,1,3房2廳1衛,0,3,1,['A'],內湖區
台北市內湖區成功路三段,25.081741,121.590509,34.3年,11.47,1198,0,1房1廳1衛,0,10,9,['M'],內湖區
台北市內湖區東湖路,25.068988,121.616744,40.9年,41.29,3288,0,4房2廳2衛,0,5,2,['A'],內湖區
台北市內湖區大湖山莊街,25.087827,121.602085,38.1年,57.14,3988,1,4房2廳2衛1室,0,5,2,['M'],內湖區
台北市內湖區成功路四段,25.084378,121.594386,9.7年,41.21,3768,1,2房2廳1衛1室,0,15,9,['L'],內湖區
台北市內湖區內湖路二段,25.081595,121.58123,10.3年,74.91,9588,1,4房2廳2衛1室,0,15,11,['L'],內湖區
台北市內湖區環山路二段,25.084302,121.575653,41.2年,28.59,2258,0,4房3廳3衛,1,5,5,['A'],內湖區
台北市內湖區金湖路,25.073801070516,121.60090030919,3.4年,43.55,4980,1,3房2廳2衛,0,5,3,['M'],內湖區
台北市內湖區民權東路六段,25.067152,121.597851,18.5年,33.42,2988,1,1房2廳1衛,0,11,9,['L'],內湖區
台北市內湖區金龍路,25.085225,121.593942,10.8年,89.77,8399,2,3房2廳2衛,0,11,10,['L'],內湖區
台北市內湖區行善路,25.056701,121.576753,27.9年,38.53,2688,0,3房2廳1.5衛,0,9,2,['M'],內湖區
台北市內湖區行善路,25.056667,121.576674,27.9年,37.53,3080,0,3房2廳1.5衛,0,10,2,['M'],內湖區
台北市內湖區民權東路六段,25.071663,121.605118,37.4年,38.55,2780,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區內湖路二段,25.082018,121.58086,41.7年,42.67,3580,0,3房2廳2衛,0,7,3,['M'],內湖區
台北市內湖區行善路,25.055916,121.575028,27.9年,37.77,2998,0,3房2廳1.5衛,0,9,9,['M'],內湖區
台北市內湖區文德路,25.076795,121.584905,43.3年,26.5,1768,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區內湖路二段,25.082408,121.590647,1.5年,35.01,3300,1,2房2廳1衛,0,15,5,['L'],內湖區
台北市內湖區康樂街,25.071203,121.616499,33.7年,49.99,3480,1,3房2廳2衛,0,6,1,['M'],內湖區
台北市內湖區新明路,25.058662329607,121.58873626795,15.9年,104.04,5188,2,1廳1衛,0,12,10,['L'],內湖區
台北市內湖區民權東路六段,25.06688,121.600917,24.0年,29.57,2680,0,3房2廳2衛,1,11,5,['L'],內湖區
台北市內湖區成功路四段,25.08151,121.592907,45.1年,31.63,2380,0,3房2廳1.5衛,0,5,2,['A'],內湖區
台北市內湖區成功路二段,25.065676,121.59202,3.8年,60.91,5588,1,3房2廳2衛1室,0,11,5,['L'],內湖區
台北市內湖區南京東路六段,25.05526,121.578951,19.3年,27.92,2980,0,2房2廳1衛,0,12,2,['L'],內湖區
台北市內湖區行善路,25.055774,121.576714,28.8年,39.6,2968,0,3房2廳1.5衛,0,8,2,['M'],內湖區
台北市內湖區內湖路一段,25.085184,121.559209,44.9年,38.87,2400,0,5房2廳2衛,0,5,5,['A'],內湖區
台北市內湖區新明路,25.053739,121.577235,14.3年,69.35,4988,2,4房2廳2衛,0,7,4,['M'],內湖區
台北市內湖區成功路三段,25.079257,121.591937,45.4年,36.5,1998,0,3房2廳2衛,0,5,5,['A'],內湖區
台北市內湖區港華街,25.084209,121.573375,46.3年,31.54,2799,0,5房4廳3衛1室,1,4,4,['A'],內湖區
台北市內湖區內湖路三段,25.090015,121.584117,44.8年,32.08,1688,0,3房2廳2衛1室,0,5,4,['A'],內湖區
台北市內湖區民權東路六段,25.067243,121.588063,40.3年,30.97,1888,0,3房2廳2衛,0,5,5,['A'],內湖區
台北市內湖區內湖路三段,25.08816802837,121.59141695942,45.1年,27.79,1780,0,6房2廳5衛,1,5,5,['A'],內湖區
台北市內湖區安泰街,25.073293990024,121.61916711237,29.6年,42.68,2250,1,2房2廳2衛,0,7,3,['M'],內湖區
台北市內湖區安泰街,25.077839,121.61696,44.8年,41.31,1998,0,4房2廳2衛1室,1,5,4,['A'],內湖區
台北市內湖區內湖路三段,25.089137,121.58443,45.8年,31.14,1866,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區內湖路一段,25.089407,121.562884,1.6年,21.26,1888,1,1房2廳1衛,0,6,5,['M'],內湖區
台北市內湖區安康路,25.066047,121.613041,44.2年,27.5,1820,0,4房2廳2衛1室,1,5,5,['A'],內湖區
台北市內湖區行善路,25.055627,121.575609,27.9年,38.31,2980,0,3房2廳2衛,0,8,8,['M'],內湖區
台北市內湖區文德路,25.076637,121.580793,33.6年,46.77,3333,1,3房2廳1.5衛,0,6,3,['M'],內湖區
台北市內湖區康寧路三段,25.070844,121.609489,23.8年,55.13,4680,2,3房2廳2衛,0,10,2,['M'],內湖區
台北市內湖區文湖街,25.091488,121.559856,7.7年,42.27,2888,1,2房2廳1衛,0,7,2,['M'],內湖區
台北市內湖區內湖路一段,25.081657,121.573573,42.7年,38.9,2650,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區內湖路二段,25.083507,121.592038,24.0年,47.24,4000,1,3房2廳2衛,0,14,4,['L'],內湖區
台北市內湖區文湖街,25.090927,121.55895,8.2年,30.98,3300,1,1廳1衛,0,10,1,['M'],內湖區
台北市內湖區康樂街,25.073013,121.619014,41.4年,33.52,1650,0,4房2廳1衛,0,5,5,['A'],內湖區
台北市內湖區金湖路,25.073642,121.597832,27.6年,56.18,4580,0,4房2廳3衛1室,0,4,1-4,['D'],內湖區
台北市內湖區星雲街,25.078945,121.59016,43.0年,28.44,1650,0,3房2廳1.5衛,0,5,5,['A'],內湖區
台北市內湖區港華街,25.0833,121.573877,42.8年,35.23,1988,0,3房2廳1.5衛,0,5,5,['A'],內湖區
台北市內湖區成功路四段,25.083165,121.595091,45.9年,34.91,2588,0,3房2廳2衛1室,0,5,3,['A'],內湖區
台北市內湖區內湖路一段,25.0849,121.570049,42.6年,28.03,1880,0,3房2廳1衛,0,5,3,['A'],內湖區
台北市內湖區文湖街,25.091456445729,121.56086918001,10.0年,37.89,2450,0,3房2廳2衛,0,7,6,['M'],內湖區
台北市內湖區大湖山莊街,25.085265,121.603331,31.5年,62.03,4966,1,4房2廳3衛1室,1,3,2-3,['A'],內湖區
台北市內湖區文德路,25.075704,121.581501,42.1年,41.77,5428,0,4房2廳2衛1室,0,7,1,['M'],內湖區
台北市內湖區成功路四段,25.084868,121.600036,29.1年,74.93,5580,1,3房2廳2衛,0,19,3,['L'],內湖區
台北市內湖區新明路,25.054518,121.579268,6.8年,31.6,3250,1,2房1廳1衛,0,20,20,['L'],內湖區
台北市內湖區內湖路三段,25.08867,121.584926,46.1年,31.0,1798,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區成功路四段,25.082073,121.591614,36.4年,43.99,3398,1,3房2廳1衛1室,0,16,8,['L'],內湖區
台北市內湖區金湖路,25.079756,121.598517,13.3年,107.57,10888,3,4房2廳3衛,0,24,7,['L'],內湖區
台北市內湖區成功路五段,25.075953,121.607603,25.4年,54.03,4388,1,1房2廳2衛1室,0,19,5,['L'],內湖區
台北市內湖區民權東路六段,25.067112,121.599136,25.6年,96.11,7680,2,5房2廳2衛,1,11,2,['L'],內湖區
台北市內湖區安泰街,25.076709864485,121.61674629199,17.7年,52.97,2800,1,3房2廳2衛,0,6,2,['M'],內湖區
台北市內湖區民權東路六段,25.067478,121.585727,42.8年,24.76,1650,0,3房2廳1衛,0,5,4,['A'],內湖區
台北市內湖區康寧路三段,25.07582,121.613665,40.1年,71.02,3488,1,5房2廳3衛,1,4,B1-4,['D'],內湖區
台北市內湖區文湖街,25.090485,121.559858,45.0年,29.23,1688,0,3房2廳1衛,0,4,4,['A'],內湖區
台北市內湖區金湖路,25.082539,121.596692,44.2年,32.01,2380,0,2房2廳1衛,0,5,2,['A'],內湖區
台北市內湖區民權東路六段,25.067039,121.591198,23.3年,22.64,2288,1,2房1廳1衛1室,1,8,4,['M'],內湖區
台北市內湖區成功路二段,25.073139,121.588977,27.5年,64.17,4280,1,3房2廳2衛1室,0,11,1,['L'],內湖區
台北市內湖區新富街,25.06087,121.586139,13.8年,127.7,12688,2,4房2廳3衛4室,0,14,4,['L'],內湖區
台北市內湖區文德路,25.077255,121.584303,16.0年,37.72,2999,1,2房2廳1衛,0,12,9,['L'],內湖區
台北市內湖區南京東路六段,25.056972,121.580108,15.2年,35.0,2888,1,3房2廳2衛,0,7,2,['M'],內湖區
台北市內湖區內湖路三段,25.089214,121.584657,40.1年,28.71,3280,0,1房1廳1衛1室,1,5,1,['A'],內湖區
台北市內湖區大湖山莊街,25.085023,121.602825,32.2年,24.63,1780,0,1房2廳1衛,0,3,2,['A'],內湖區
台北市內湖區康樂街,25.073252,121.61865,41.0年,28.95,1680,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區內湖路一段,25.08829,121.562743,15.8年,37.94,2990,1,3房2廳2衛,0,7,4,['M'],內湖區
台北市內湖區內湖路二段,25.081595,121.58123,10.3年,75.63,9000,1,4房2廳2衛1室,0,15,7,['L'],內湖區
台北市內湖區民權東路六段,25.065283,121.594241,16.8年,89.92,8588,2,4房2廳2衛,0,5,1,['M'],內湖區
台北市內湖區文湖街,25.091017,121.558943,8.2年,31.9,2880,1,2房2廳2衛1室,1,10,4,['M'],內湖區
台北市內湖區內湖路二段,25.08189,121.587594,3.9年,46.5,4385,1,2房2廳2衛,0,13,7,['L'],內湖區
台北市內湖區內湖路二段,25.082757471066,121.58883224657,3.6年,46.02,5980,1,3房2廳2衛,0,5,1,['M'],內湖區
台北市內湖區星雲街,25.078841,121.590754,42.2年,28.86,1988,0,4房3廳2衛,1,5,5,['A'],內湖區
台北市內湖區內湖路一段,25.087531,121.559685,35.7年,69.61,4188,1,3房3廳4衛,0,5,2-3,['A'],內湖區
台北市內湖區文湖街,25.091459501247,121.56058625168,10.0年,44.19,2998,0,3房2廳2衛,0,7,2,['M'],內湖區
台北市內湖區康樂街,25.071071,121.619057,31.9年,51.83,2850,1,2房2廳2衛,0,8,3,['M'],內湖區
台北市內湖區陽光街,25.074528,121.585897,42.7年,24.79,2179,0,3房2廳1.5衛1室,0,5,4,['A'],內湖區
台北市內湖區瑞光路,25.07505,121.577819,29.1年,41.99,1988,0,4房1廳2衛,0,7,1,['M'],內湖區
台北市內湖區成功路三段,25.080368,121.59028,43.3年,39.07,2680,0,2房2廳2衛,0,7,4,['M'],內湖區
台北市內湖區行善路,25.056222,121.577898,28.8年,36.16,2760,0,3房2廳1衛,0,9,5,['M'],內湖區
台北市內湖區瑞光路,25.072785,121.579918,18.2年,155.81,12998,2,4房3廳6衛,0,4,B1-4,['D'],內湖區
台北市內湖區康寧路三段,25.075524,121.613792,36.0年,171.41,11888,1,4房4廳7衛1室,0,4,B2-4,['D'],內湖區
台北市內湖區港墘路,25.082725,121.577828,42.8年,29.6,2180,0,3房3廳2衛1室,1,5,5,['A'],內湖區
台北市內湖區民權東路六段,25.067402,121.586138,45.3年,34.13,1988,0,4房2廳2衛1室,0,5,4,['A'],內湖區
台北市內湖區文湖街,25.090858,121.558958,8.2年,38.75,2988,1,1廳1衛,0,10,4,['M'],內湖區
台北市內湖區陽光街,25.075716,121.585323,43.2年,20.1,1768,0,2房2廳1衛,0,5,2,['A'],內湖區
台北市內湖區內湖路三段,25.087759,121.588786,47.0年,24.25,1480,0,5房2廳3衛1室,1,5,5,['A'],內湖區
台北市內湖區環山路三段,25.085122,121.579457,45.2年,34.14,2180,0,3房2廳2衛,0,5,3,['A'],內湖區
台北市內湖區成功路二段,25.073892,121.589405,42.3年,33.67,1990,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區文湖街,25.090858,121.558958,8.2年,38.75,2988,1,1廳1衛,0,10,3,['M'],內湖區
台北市內湖區康樂街,25.076464,121.621,40.2年,34.81,1880,0,4房2廳2衛,0,5,5,['A'],內湖區
台北市內湖區文湖街,25.091459501247,121.56058625168,10.0年,39.82,2550,0,3房2廳2衛,0,7,6,['M'],內湖區
台北市內湖區大湖街,25.082992,121.599645,35.4年,114.96,8500,1,6房3廳4衛3室,1,3,B1-3,['D'],內湖區
台北市內湖區文德路,25.075956,121.580348,46.3年,29.45,3240,0,3房2廳2衛,0,4,1,['A'],內湖區
台北市內湖區成功路二段,25.073257,121.589496,45.4年,38.29,2080,0,3房2廳2衛,0,5,4,['A'],內湖區
台北市內湖區麗山街,25.082166,121.573935,44.3年,42.42,2588,0,3房4廳2衛2室,1,5,1,['A'],內湖區
台北市內湖區成功路五段,25.074216,121.60744,25.2年,112.48,9288,2,5房2廳3衛4室,1,14,13-14,['L'],內湖區
台北市內湖區內湖路二段,25.083987,121.59268,47.0年,36.08,2850,0,3房2廳1衛,0,5,4,['A'],內湖區
台北市內湖區民權東路六段,25.072783,121.605645,39.4年,60.43,4280,0,4房2廳2衛,0,12,7,['L'],內湖區
台北市內湖區康寧路三段,25.077228,121.612386,29.9年,39.21,2768,0,3房2廳2衛,0,9,9,['M'],內湖區
台北市內湖區金龍路,25.087862,121.586189,32.3年,50.74,3188,2,3房2廳1.5衛,0,11,8,['L'],內湖區
台北市內湖區金湖路,25.072313,121.603731,19.3年,126.83,10888,2,6房5廳4衛2室,1,4,B1-4,['D'],內湖區
