區域名稱,成交價/售價,總價格,每坪價格,坪數,屋齡,房屋規格,住宅類型,樓層
南港區,9480000,9480000,503520.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,四層
南港區,12480000,12480000,556631.0,29.65,2,住宅大樓(11層含以上有電梯),住家用,十二層
南港區,9480000,9480000,503520.0,18.83,2,住宅大樓(11層含以上有電梯),住家用,四層
南港區,23080000,23080000,483176.0,54.65,2,住宅大樓(11層含以上有電梯),住家用,三層
南港區,24880000,24880000,515113.0,54.65,2,住宅大樓(11層含以上有電梯),住家用,七層
南港區,16680000,16680000,460561.0,42.69,2,住宅大樓(11層含以上有電梯),住家用,三層
南港區,54160000,54160000,805733.0,67.22,16,住宅大樓(11層含以上有電梯),住家用,十二層
南港區,16880000,16880000,1106302.0,15.26,18,華廈(10層含以下有電梯),住家用,三層
南港區,41000000,41000000,857293.0,47.83,16,住宅大樓(11層含以上有電梯),住家用,三層
南港區,42000000,42000000,1019601.0,49.01,3,華廈(10層含以下有電梯),住家用,一層
南港區,49000000,49000000,496776.0,98.64,12,華廈(10層含以下有電梯),商業用,六層
南港區,10000000,10000000,719904.0,13.89,31,住宅大樓(11層含以上有電梯),商業用,五層
南港區,13320632,13320632,842781.0,15.81,2,華廈(10層含以下有電梯),住家用,三層
南港區,14000000,14000000,609523.0,22.97,28,住宅大樓(11層含以上有電梯),住家用,十六層
南港區,102000000,102000000,1072587.0,116.83,12,住宅大樓(11層含以上有電梯),住家用,五層
南港區,24050000,24050000,806966.0,32.17,2,華廈(10層含以下有電梯),住家用,二層
南港區,26800000,26800000,678684.0,39.49,42,華廈(10層含以下有電梯),住家用,七層
南港區,21820000,21820000,802185.0,27.2,2,華廈(10層含以下有電梯),住家用,三層
南港區,15700000,15700000,817481.0,20.29,19,華廈(10層含以下有電梯),住家用,五層
南港區,22700000,22700000,993796.0,22.84,13,住宅大樓(11層含以上有電梯),住家用,六層
南港區,20000000,20000000,517259.0,38.67,34,華廈(10層含以下有電梯),工業用,七層
南港區,46800000,46800000,564353.0,82.93,36,住宅大樓(11層含以上有電梯),住家用,十層，十一層
南港區,25000000,25000000,826450.0,30.25,52,公寓(5樓含以下無電梯),住家用,三層，陽臺
南港區,13180000,13180000,417503.0,31.57,47,公寓(5樓含以下無電梯),住家用,二層
南港區,11440000,11440000,884021.0,12.94,6,住宅大樓(11層含以上有電梯),住家用,十層
南港區,17000000,17000000,657372.0,25.86,53,公寓(5樓含以下無電梯),住家用,二層，陽臺
南港區,36200000,36200000,1105982.0,41.07,3,華廈(10層含以下有電梯),住家用,一層
南港區,42580000,42580000,823306.0,53.87,16,華廈(10層含以下有電梯),住家用,六層
南港區,26000000,26000000,486201.0,53.48,23,華廈(10層含以下有電梯),住家用,八層
南港區,15800000,15800000,567487.0,27.84,43,公寓(5樓含以下無電梯),住家用,四層
南港區,38000000,38000000,948814.0,50.88,9,華廈(10層含以下有電梯),住家用,二層
南港區,24000000,24000000,610350.0,39.32,32,公寓(5樓含以下無電梯),住家用,三層
南港區,3500000,3500000,421043.0,8.31,52,公寓(5樓含以下無電梯),工業用,二層，陽臺
南港區,46000000,46000000,524918.0,94.1,36,住宅大樓(11層含以上有電梯),工業用,七層
南港區,14800000,14800000,617752.0,23.96,52,公寓(5樓含以下無電梯),工業用,二層，陽臺
南港區,8600000,8600000,520025.0,16.54,23,住宅大樓(11層含以上有電梯),其他,地下一層
南港區,14000000,14000000,459047.0,30.5,42,公寓(5樓含以下無電梯),住家用,三層
南港區,32880000,32880000,1143794.0,28.75,21,華廈(10層含以下有電梯),住家用,六層
南港區,16000000,16000000,446128.0,35.86,45,公寓(5樓含以下無電梯),其他,三層
南港區,32680000,32680000,890044.0,36.72,16,住宅大樓(11層含以上有電梯),住家用,四層
南港區,16800000,16800000,517252.0,32.48,40,公寓(5樓含以下無電梯),住家用,四層
南港區,20000000,20000000,587279.0,34.06,52,公寓(5樓含以下無電梯),工業用,四層，陽臺
南港區,19220000,19220000,777501.0,24.72,57,公寓(5樓含以下無電梯),住家用,三層
南港區,18500000,18500000,1171820.0,15.79,4,住宅大樓(11層含以上有電梯),住家用,十層
南港區,27000000,27000000,502118.0,53.77,23,華廈(10層含以下有電梯),住家用,七層
南港區,28500000,28500000,758579.0,37.57,17,華廈(10層含以下有電梯),住家用,二層
南港區,28000000,28000000,804192.0,34.82,12,華廈(10層含以下有電梯),住家用,二層
南港區,12250000,12250000,496581.0,24.67,47,公寓(5樓含以下無電梯),住家用,三層
南港區,54880000,54880000,890685.0,69.67,14,住宅大樓(11層含以上有電梯),住家用,七層
南港區,30370000,30370000,455645.0,66.65,21,華廈(10層含以下有電梯),辦公用,三層
南港區,13800000,13800000,504144.0,27.37,45,公寓(5樓含以下無電梯),住家用,三層
南港區,37740000,37740000,1023638.0,36.87,3,華廈(10層含以下有電梯),住家用,二層
南港區,19560000,19560000,838668.0,23.32,3,華廈(10層含以下有電梯),住家用,三層
南港區,7500000,7500000,760770.0,9.86,55,透天厝,住工用,全
南港區,9900000,9900000,442085.0,22.39,52,公寓(5樓含以下無電梯),住家用,四層，陽台
南港區,76407600,76407600,410012.0,186.35,37,華廈(10層含以下有電梯),工業用,二層
南港區,36320000,36320000,942024.0,49.89,16,住宅大樓(11層含以上有電梯),住家用,五層
南港區,19000000,19000000,655639.0,28.98,52,公寓(5樓含以下無電梯),住家用,三層，陽台
南港區,20000000,20000000,916113.0,21.83,56,公寓(5樓含以下無電梯),住家用,一層，騎樓
南港區,8750000,8750000,430699.0,20.32,53,公寓(5樓含以下無電梯),住家用,四層，陽台
南港區,4500000,4500000,288186.0,15.61,51,公寓(5樓含以下無電梯),住家用,四層，陽臺
南港區,33209554,33209554,896695.0,39.67,2,華廈(10層含以下有電梯),住家用,七層，見其他登記事項
南港區,37291343,37291343,903016.0,43.94,2,華廈(10層含以下有電梯),住家用,七層，見其他登記事項
南港區,15600000,15600000,626234.0,24.91,52,公寓(5樓含以下無電梯),工業用,四層，陽台
南港區,17000000,17000000,742288.0,22.9,49,公寓(5樓含以下無電梯),住家用,四層
南港區,15979000,15979000,841858.0,21.46,2,華廈(10層含以下有電梯),住家用,二層
南港區,23051968,23051968,823009.0,30.55,2,華廈(10層含以下有電梯),住家用,四層
南港區,17500000,17500000,765332.0,22.87,50,公寓(5樓含以下無電梯),住家用,三層，陽臺
南港區,2500000,2500000,485291.0,5.15,51,公寓(5樓含以下無電梯),工業用,三層，陽臺
