成交年月,型式,地址,成交總價(萬),單價(萬/坪),建物坪數,土地坪數,屋齡,樓層,總樓層,車位,房,廳,衛,lat,lon,備註
11404,大樓,台北市士林區士商路１２５號八樓之１,5000,110.76,45.14,7.68,18.1,8,12,無,4,2,2,25.093056,121.518437,親友、員工、共有人或其他特殊關係間之交易；
11404,大樓,台北市士林區劍潭路７１號十一樓之２,2747,92.93,42.06,6.59,19.2,11,14,有,2,2,1,25.083541,121.520767,其他增建；
11404,大樓,台北市士林區華齡街１８５巷１號二樓,3800,90.48,51.71,5.76,17.6,2,15,有,3,2,2,25.087698,121.519037,其他增建；
11404,華廈,台北市士林區幸福街５巷２２號四樓之２,900,78.29,11.5,4.05,30.2,4,5,無,1,1,1,25.097086,121.528213,陽台外推；夾層；其他增建；
11404,大樓,台北市士林區基河路１３０號十一樓之１０,4000,68.47,58.42,8.7,24.4,11,16,有,3,2,2,25.088524,121.52357,
11403,公寓,台北市士林區美崙街７０號三樓,1200,79.43,15.11,6.66,54.8,3,3,無,1,2,1,25.097169,121.522083,陽台外推；頂樓加蓋；
11403,公寓,台北市士林區大北路９號四樓,1188,55.16,21.54,4.84,47,4,5,無,3,1,1,25.089635,121.526631,鐵鋁窗增建陽台外推；其他增建；
11403,大樓,台北市士林區後港街１３４巷２號七樓,6668.05,95,70.19,10.32,1.8,7,22,無,4,2,2,25.086972,121.52086,
11403,公寓,台北市士林區華齡街４０巷６號,350,46.24,7.57,2.21,48.3,1,4,無,2,2,1,25.083909,121.520093,親友、員工、共有人或其他特殊關係間之交易；
11403,大樓,台北市士林區劍潭路１２號九樓之６,1910,95.29,20.04,3.17,17.3,9,14,無,1,1,1,25.08416,121.522878,
11403,公寓,台北市士林區大南路４２８巷３６號,1075,67.54,15.92,10.89,59.1,1,2,無,2,1,1,25.089711,121.517263,
11403,公寓,台北市士林區文林路５９４巷２８號四樓,1730,66.28,26.1,7.5,41.1,4,5,無,3,2,2,25.098884,121.524589,天井其他增建；
11403,華廈,台北市士林區承德路四段２７７巷３５號八樓之１,1920,77.49,24.77,4.34,15.9,8,9,有,1,1,1,25.0907,121.519462,陽台外推；其他增建；
11403,公寓,台北市士林區華齡街５３號,2880,99.02,29.09,9.61,46,1,5,無,0,1,2,25.084318,121.519305,其他增建；
