區域,地址,價格,類型,屋齡,總坪數,實際坪數,樓層,規格,車位,緯度,經度
文山區,台北市文山區興德路,1650,公寓,57.7年,建坪23.92,主23.92,3/3樓,4房(室)1廳1.5衛,0,25.0008655665,121.556178875
文山區,台北市文山區辛亥路七段,2780,華廈,20.9年,建坪38.92,主+陽23.82,6/6樓,3房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,24.9825080827,121.555136712
文山區,台北市文山區景福街,1888,公寓,44.8年,建坪33.80,主+陽33.80,4/5樓,3房(室)2廳2衛,0,24.9959757152,121.536360873
文山區,台北市文山區興隆路四段,1868,華廈,29.4年,建坪31.93,主+陽+露20.11,8/8樓,2房(室)2廳2衛,1,24.9841638241,121.562197597
文山區,台北市文山區萬盛街,3520,華廈,9.6年,建坪51.78,主+陽19.05,3/8樓,4房(室)2廳2衛(含加蓋2房(室)--廳1衛),2,25.0057761228,121.54266829
文山區,台北市文山區保儀路,4588,住宅大樓,15.8年,建坪57.86,主+陽27.41,7/12樓,2房(室)2廳2衛,2,24.9884912533,121.570028004
文山區,台北市文山區興隆路三段,2080,華廈,12.0年,建坪40.80,主+陽16.81,5/7樓,3房(室)2廳1衛(含加蓋1房(室)--廳--衛),1,24.9959572680025,121.554996779361
文山區,台北市文山區木柵路四段,4788,住宅大樓,27.6年,建坪89.76,主+陽+露58.21,16/17樓,4房(室)2廳2衛(含加蓋1房(室)--廳--衛),1,24.9928515294,121.570658343
文山區,台北市文山區興隆路二段,1680,公寓,40.4年,建坪28.22,主+陽25.44,5/5樓,4房(室)3廳2衛(含加蓋1房(室)1廳1衛),0,24.9980953573,121.546146976
文山區,台北市文山區仙岩路,2500,住宅大樓,30.9年,建坪31.29,主+陽22.40,10/18樓,3房(室)2廳1.5衛,0,24.9988925388247,121.549840124557
文山區,台北市文山區一壽街,4380,華廈,35.7年,建坪77.78,主+陽+露59.67,7~8/8樓,6房(室)--廳4衛(含加蓋1房(室)--廳--衛),1,24.9797772892,121.557227384
